type,sess_id,speaker_1_id,query,speaker_2_id,reply,system_response,gen_reply
test,4-10413-4,41400,저도 그 부분에 대한 공포감이 있어서 이래저래 알아봤는데 <u>딱히 이거다 하는 방법이 아직은 미미하더라구요. 자체적인 화재방지 기술을 계속 연구중이라고 하니 좀 더 기다려야 봐야할 문제인듯해요.,42152,그렇군요. 차에 소화기를 싣고다녀애하는건가요.<u>아무래도 차이기 전에 전기장치이니까요. 운행하시는 동안안전하게 <u>운행하시길 바래요!!!아무사고없이요,맞아요 저도 그게 제일 중요한 것 같아요! 저는 이만 일이 있어서 가볼게요!,맞아요 저도 그게 제일 중요한 것 같아요! 저는 이만 일이 있어서 가볼게요!
test,4-10413-4,41400,불이 났을때 끄는것 자체도 어렵거니와 진화시간도 꽤 오래걸린더라구요. 남편과 그 부분에 대해서도 다시 상의를 해봐야겠네요^^<u>저도 무사고를 기원하고 있어요^^ 다행히 자주 탈일은 없긴한데 그래도 늘 조심해야겠죠~,42152,전기차 화재가 나면 진압이 어렵군요. 전기라 물을 뿌리는 것도 어려울거구요. 과충전되지않게 유의해야겠네요,"네네, 저도 항상 조심해야겠어요. 저는 이만 일이 있어서 가볼게요.","네네, 저도 항상 조심해야겠어요. 저는 이만 일이 있어서 가볼게요."
test,4-35971-4,31490,벌써 3주가 지났네요. 잘지내셨네요. 이 지긋한 전쟁은 아직도 끝나지 않았네요.,41781,"그러게요.  남의 나라 일이라 실감은 나지않지만, 우리나라에 사시는 해당 국적의 외국인들은  걱정스럽고 황당하실 것 같아요.",그러게요 시간이 참 빠르네요 저는 잘 지냈어요 어떻게 지내셨나요?,그러게요 시간이 참 빠르네요 저는 잘 지냈어요 어떻게 지내셨나요?
test,4-35971-4,31490,그쵸. 한국에 있으면서도 얼마나 고국이 걱정이 되실까요. 어떤 유투브  부부를 봤는데 남편은 한국사람이고 아내가 우크라이나 사람인데 우크라이나 전쟁 시점에 결혼을 해서  가족들 걱정하고 울고 그러는데 참 보기 안쓰럽더라구요.,41781,그러겠죠. 가족들  걱정 많이 되죠.  본인이야 안전하지만 늘 뉴스보며 얼마나 힘들까요?,저도 그게 제일 걱정되는 것 같아요. 저도 그래서 요즘은 유튜브에서 전쟁 영상을 자주 보고 있어요.,저도 그게 제일 걱정되는 것 같아요. 저도 그래서 요즘은 유튜브에서 전쟁 영상을 자주 보고 있어요.
test,4-35971-4,31490,그쵸 매일 걱정하고 울고 지낼꺼 같아요.흑흑 전쟁 이야기만 하다 보니 기분이 좀 다운되긴하네요. 더이상 전쟁이 번지지 않고 모두 해피했으면 좋겠어요.,41781,국가간의 전쟁도 결국은 사람들의 이해 관계나 욕심이니만큼 빠른 협상이 답인거 같아요.  코로나 때문에 힘든  시기에 전쟁까지 겹치니 정말 최악이겠어요.,맞아요 저도 그래요 저는 이만 일이 있어서 가볼게요,맞아요 저도 그래요 저는 이만 일이 있어서 가볼게요
test,4-35971-4,31490,2022년  생각지도 못한 사고가 많은거 같아요. 전쟁덕에 전 세계가 식량걱정에 자원걱정까지 하게 되다니.. 우크라이나까 최대 밀생산지라던데.. 전쟁끝나도 복구가 될런지.. ,41781,좀 걸리겠죠.  그래도 지금은 빨리 전쟁이 끝났으면 하는 마음입니다.  ,맞아요.. 저도 그게 걱정이에요.. 저는 이만 일이 있어서 가볼게요!,맞아요.. 저도 그게 걱정이에요.. 저는 이만 일이 있어서 가볼게요!
test,4-35971-4,31490,그래도 우크라이나 국민들 정말 대단하네요. 너무 힘들어서 항복하자고 할만도 한데 끝까지 투쟁하는 모습이 용기 있고 멋져보이네요.,41781,잘못한 게 없으면 굳이 항복 할 필요는 없다고 봅니다. 기왕 터진 전쟁 죽기살기로 투쟁해서  승리해야지요.   그런 정신 높이 살만하죠.,맞아요 저도 너무 마음이 아파요.. 전쟁이 끝나야 할텐데..,맞아요 저도 너무 마음이 아파요.. 전쟁이 끝나야 할텐데..
test,4-72259-4,42219,잘 지내셨죠? 그제 어제는 일하느라 바빠서 쉬지도 못했네요. 재미있는 예능도 못봤어요. 시간가는줄 몰랐는데 제가 몇시간만에 온거죠?,51848,잘지내셨죠 33시간만이에요 많이 바쁘셨구나 저는 놀면뭐하니 유재석 나오는거 봤어요,네~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~ 저 지금 학교 다녀와서 연락해도 돼~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~,네~~~ 저 지금 학교 다녀와서 연락해도 돼~~~
test,4-72259-4,42219,아 놀면뭐하니 보셨군요. 요즘 예능에 새로운 친구들이 많이 나오는 것 같던데요. 유재석 말고 그 재미있는 여자 예능인 누구더라 이름이 생각이 안나네요 갑자기,51848,네 아이돌 저두 생각이 하하 그분도 재밌던데요  유재석이 키워주는것같기도하네요,맞아요~ 저도 그 프로그램 좋아해요~!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!,맞아요~ 저도 그 프로그램 좋아해요~!!!
test,4-72259-4,42219,"예능하려면 정말 다재다능해야하는 것같용. 연기도 잘해야하고, 노래도 잘해야하고, 웃기기도 해야하고 그쵸?",51848,요즘  연예인들은 못하는게 없는것같아요,맞아요!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!,맞아요!!!
test,4-53483-4,34283,벌써 8시간이나 지났네요. 그동안 뭘 하고  계셨나요?,61634,저는 쉬거나 뉴스를 보고 있었어요. 어제 기차가 탈선이 되었더군요,저는 요즘 바쁘게 지내고 있었어요. 님은요?,저는 요즘 바쁘게 지내고 있었어요. 님은요?
test,4-53483-4,34283,그런가요? 저는 몰랐어요. 어쩌다가 그런일이 일어난 건가요?,61634,그건 안 알려져 있어요. 부상자가 많이 없어서 다행이예요. 최근 공사장에서 중대재해법이 시행되고 있는데 이 법에 대해서 어떻게 생각하세요?,저는 그냥 평범한 회사원이에요~ ᄒᄒ,저는 그냥 평범한 회사원이에요~ ᄒᄒ
test,4-53483-4,34283,우리나라  기차가 많이 발전했다고 생각했는데 아직도 사건사고가 많군요. 빨리 원상복구 되었으면 좋겠네요.<u>중대재해법은 무조건 실시해야 한다고 생각합니다. 공사장에서 정말 어이없이 돌아가시는 분들이 많더라구요.,61634,맞아요. 저도 그렇게 생각해요~ 법을 시행해도 사고가 발생하는데 법이 없으면 더 많을것같아요,맞아요. 저도 그게 제일 문제인 것 같아요. 저는 이만 일이 있어서 가볼게요.,맞아요. 저도 그게 제일 문제인 것 같아요. 저는 이만 일이 있어서 가볼게요.
test,4-28977-4,30179,안녕하세요. 4일만이죠? 저번에 말씀하신 강아지와의 산책은 재미있으셨나요 ?,12639,네. 강아지랑 함께 살면서 덕분에 저도 건강해지는 기분이에요. 강아지 인형도 사주었어요.,네 강아지랑 산책도 하고 강아지랑 산책도 하고 그랬어요,네 강아지랑 산책도 하고 강아지랑 산책도 하고 그랬어요
test,4-16649-4,31939,6주만이네요.  그 동안에도 드라마 많이 보셨나요?,22334,안녕하세요. 드라마는 틈틈이 조금씩 보는 정도에요. 청춘로맨스 영화가 곧 나온다길래 기대하며 기다리는 중이에요.,네네 오랜만이에요! 저는 요즘 드라마 보고 있어요!,네네 오랜만이에요! 저는 요즘 드라마 보고 있어요!
test,4-16649-4,31939,요즘 코로나가 조금 잠잠해져서 그런지 영화개봉을 꽤 하는 것 같긴 해요. 청춘로맨스는 주인공이 누구인가요?,22334,아역배우부터 성인된 지금까지 유명한 배우랑 신인배우조합이었는데 신선하고 재밌겠더라구요,저는 <unk>이름<unk>에요! <unk>이름<unk>에요!,저는 이름에요! 이름에요!
test,4-19032-4,31795,1주일동안 별일 없으셨죠? 시간이 빨리 가네요.,21245,네 특별한 일은 없었어요. 그동안 뭐하셨나요?,네 별일 없었어요. 요즘은 날씨가 많이 추워졌죠?,네 별일 없었어요. 요즘은 날씨가 많이 추워졌죠?
test,4-19032-4,31795,저도 별일 없었어요. 어제 친척언니가 집에 홍삼을 보내왔더라구요.,21245,친척언니한테 정말 고맙겠어요. 건강 챙기라고 선물도 주고 참 좋은 관계네요,아 홍삼이라니 정말요? 홍삼이라니.. 정말요?,아 홍삼이라니 정말요? 홍삼이라니.. 정말요?
test,4-19032-4,31795,조카 입학할때는 가방도 보내주고 책도 보내주고 하더라구요.,21245,다정하고 잘 챙겨주시는 친척 언니분이시네요. ,맞아요 조카가 벌써 결혼을 하셨나봐요,맞아요 조카가 벌써 결혼을 하셨나봐요
test,4-19032-4,31795,네.친척언니가 수학학원을 하고 있는데 조카 교육을 많이 챙겨주더라구요.,21245,친척분이 따님까지 신경써주시다니 섬세하신 분이시네요,아~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~,아~~~
test,4-19032-4,31795,님은 친척분들이랑 이렇게 택배로 챙겨주고 하시나요?,21245,택배로는 잘 안하고요 가끔 만날때마다 선물을 챙겨주곤 해요,네. 저는 친척들과 친하게 지내요.,네. 저는 친척들과 친하게 지내요.
test,4-19032-4,31795,아 그렇군요. 어렸을때는 정말 친하게 잘 지냈었는데 각자 삶이 있으니 그러기는 힘드네요.,21245,보통 나이 들면 잘 안만나게되는것같아요 저도 어렸을땐 친했는데 말이죠.,맞아요 저도 그래서 요즘은 자주 화가 나네요,맞아요 저도 그래서 요즘은 자주 화가 나네요
test,4-59217-4,12413,3일만이네요~ 뭐하고 지내셨나요?,10955,"그동안은 그냥 평범하게 학교 집 학원 반복했고, 지금은 그냥 누워있어요. 누워서 폰질 중이요. ",저는 요즘에 피부과 시술을 받고 있어요,저는 요즘에 피부과 시술을 받고 있어요
test,4-59217-4,12413,ㅋㅋㅋ 핸드폰으로는 주로 뭐하세요?,10955,그냥 유튜브를 보거나 @이름@  음악을 반복 재생하죠.,저는 주로 게임을 해요! 님은요?,저는 주로 게임을 해요! 님은요?
test,4-59217-4,12413,@이름@ 은 누구 좋아하세요..? 요즘 저 그 사람은 알아요!,10955,"일단 제 최애는 @이름@ 님이에요. 매력적이신데, 노래도 정말 잘 부르시거든요!",저는 <unk>이름<unk> 좋아해요!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!,저는 이름 좋아해요!!!
test,4-59217-4,12413,흐음.. 처음 들어요ㅠㅠ 저는 예능에 나왔던 분 알아요!,10955,그 분이 누군데요? 예능 나온 맴버가 한 둘이 아니라서.,오!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!,오!!!
test,4-59217-4,12413,음.. 랩하시는 분이였는데.. @이름@ ..? 맞나요?,10955,오! 맞아요. 이야~ 님도 이렇게 @이름@ 에 대해서 하나둘씩 알아가시는 건가요?,네. 저는 <unk>이름<unk>을 좋아해요. <unk>이름<unk>은요?,네. 저는 이름을 좋아해요. 이름은요?
test,4-80037-4,35443,안녕하세요 1주일만이네요 오늘은 날씨가 제법 쌀쌀해졌네요,26615,지금 밖에 비가 많이 오네요~,안녕하세요~ 오랜만이에요! 잘 지내셨나요?,안녕하세요~ 오랜만이에요! 잘 지내셨나요?
test,4-80037-4,35443,네! 오늘 비소식이 있더니 아침부터 내리기 시작하네요! 이제 비오고 나면 정말 영하권으로 떨어지겠네요,26615,일기예보에서 오늘 비가 온다고 했었던가요? 저는 수요일부터 오늘 줄 알고 대비를 안했네요~ ,그러게요~~~~비온뒤로 날이 추워지네요~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~,그러게요~~~비온뒤로 날이 추워지네요~~~
test,4-80037-4,35443,"네! 수요일부터 온다고 했다가, 어제 뉴스에서  오늘 비온다고 그러러다구요! 그럼 우산 못 챙기셨겠네요",26615,네 비맞았더니 추워서 그냥 집에 들어왔어요. 남동생이 군대 있을 때 제일 싫은게 추운거라고 했는데 살짝 불쌍하네요,네. 우산 못챙겼어요. 님은 일기예보 잘 챙겨보세요.,네. 우산 못챙겼어요. 님은 일기예보 잘 챙겨보세요.
test,4-80037-4,35443,제 신랑도 겨울이 정말 싫었고 못 지 않게  여름도 그렇게 싫었다 하더라구요!,26615,아 여름도 정말 싫으셨겠네요. 군복을 입고 보내는 여름은 정말 지옥이겠어요,저는 이만 일이 있어서 가볼게요,저는 이만 일이 있어서 가볼게요
test,4-80037-4,35443,네! 그래서 신랑은 여름에 친구들 가족들 면회 올 때 시원한 냉면을 사와달라고 부탁을 했데요,26615,보통은 치킨 피자 삼겹살인데 특이하시네요~ 정말 더위를 많이 타시나봐요,냉면 좋죠. 저도 냉면 좋아해요. 저는 냉면 먹으러 가볼게요.,냉면 좋죠. 저도 냉면 좋아해요. 저는 냉면 먹으러 가볼게요.
test,4-80037-4,35443,네! 신랑이 몸에 열이 많아요! 저는 몸이 찬 편이라서 서로 온도가 안 맞아요! 여름이랑 겨울에는 둘이 서로 다른 나라에 있는 사람 같아요,26615,"그럼 서로 온도가 맞는 것 아닌가요? 겨울에 신랑분 손을 잡으면 따뜻하잖아요 ^^ 군인들은 손잡을 사람이 없어서 많이 춥겠어요 전우애로 버텨야 하는군요
",아 그렇군요! 저는 더운날씨를 좋아하는데 더운날씨에도 더운날씨를 좋아해요!,아 그렇군요! 저는 더운날씨를 좋아하는데 더운날씨에도 더운날씨를 좋아해요!
test,4-08502-4,31524,하루가 후딱 지나갔네요 22시간만인가요?,32132,그 그렇게 지나갔나요? 저는 더 오래된 기분이네요~,네 하루가 지났네요~ 잘 지내셨나요?,네 하루가 지났네요~ 잘 지내셨나요?
test,4-08502-4,31524,그러니까요 @이름@ 무기징역 받은기사 보셨나요?너무나 다행이에요,32132,네 진짜 다행이네요 무섭네요 그런사람들이 있다는 거가,네 맞아요~ <unk>이름<unk>이예요~ <unk>이름<unk>이예요~,네 맞아요~ 이름이예요~ 이름이예요~
test,4-08502-4,31524,개인적으로 사형제도 없어진건 너무 별로에요,32132,장단점이 있지요 만약에 얼울한 사람이 사형을 받게 된다면 더 어울하겠지요~ 정말 치가 떨만큰 나쁜짓을 저질렀다면 사형해도 좋겠어요,맞아요 저는 이만 일이 있어서 가볼게요,맞아요 저는 이만 일이 있어서 가볼게요
test,4-08502-4,31524,듣고보니 그렇네요 간혹 엉뚱한 사람이 실형사는 경우도 있었으니까요  ,32132,네 암튼 다 사람이 하는거고 사람이 만든거라 불완전한거 같아요,맞아요 ᄒᄒ 저는 이만 일이 있어서 가볼게요,맞아요 ᄒᄒ 저는 이만 일이 있어서 가볼게요
test,4-08502-4,31524,그 어떤 법이나 제도도 모두를 만족 시킬수는 없겠지요 특히나 아동성범죄에 관한 처벌은 진짜 세게 처벌하면 좋겠어요,32132,네네 찬성해요 정말 좀 세제처벌했음 좋곗네요~ 치가떨려요,맞아요 저도 동의해요 저는 이만 일이 있어서 가볼게요,맞아요 저도 동의해요 저는 이만 일이 있어서 가볼게요
test,4-08502-4,31524,어제의 참사도 그렇고 법으로 다스릴수 없는 일도 많은거 같아요  ,32132,네 그렇죠~ 왠일이래요~ 밤사이에요~ 압사라니.... 정말슬프네요~,맞아요.. 참사같은 경우는 정말 끔찍하네요..,맞아요.. 참사같은 경우는 정말 끔찍하네요..
test,4-05666-4,22000,안녕하세요. 그저께 수영은 잘 다녀오셨어요?,22563,네네! 된장찌개를 잘 드셨죠? 날이 점점 추워지잖아요,네. 저는 수영을 잘 못해서요.,네. 저는 수영을 잘 못해서요.
test,4-05666-4,22000,네 맛있게 끓여서 먹었네요. 날이 추워져서 딱이었어요<u>이제 곧 월드컵 예선이던데 선수들이 안 추우려나 걱정이네요,22563,아 맞아요 월드컵 예선이였죠 날이 추운날 하면 몸도 굳고 힘들거 같아요ㅠㅠ <u>다들 너무 멋있어요 이번에 어디서 하는 거였죠?,저도 월드컵은 꼭 챙겨보려고요. 저는 이만 일이 있어서 가볼게요.,저도 월드컵은 꼭 챙겨보려고요. 저는 이만 일이 있어서 가볼게요.
test,4-05666-4,22000,이번엔 저희 나라에서 하는 것 같더라구요~ 날이 추워졌는데 걱정이네요,22563,아 맞아요! 그러니까 말이에요 잔디는 확실히 인공보단 진짜 잔디가 더 좋을거같아요,맞아요~ 저도 추워져서 걱정이에요~ 저는 일이 있어서 이만 가볼게요~,맞아요~ 저도 추워져서 걱정이에요~ 저는 일이 있어서 이만 가볼게요~
test,4-07955-4,31760,하루가 지났네요ㅎㅎ 전 어제 다시 스트랩 주문했어요 ㅎㅎ빨리오면 좋겠네요,22690,다시 찾으셨나 보네요 ㅎㅎ 진짜 다행이에요. <u>사실 저도 어젯밤에 @브랜드명@를 사버렸답니다 ㅋㅋ,오~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~ !!!!!!!!!!!!!!!!!!!!!!!!!!!!!,오~~~ !!!
test,4-07955-4,31760,어머! 저랑 같이 공부하면 되겠네요 ㅎㅎ 생각보다 공부할게 있더라구요,22690,맞아요! 인터넷으로 찾아보니깐 생각보다 사용방법이 어렵더라구요 ㅠ <u>같이 정보공유하면 좋을 거 같아요!,네네! 저는 이제 공부하러 가볼게요!,네네! 저는 이제 공부하러 가볼게요!
test,4-07955-4,31760,좋네요! 가을이라서 가죽으로 구매했는데 시계줄도 이뻐서 겨우 참았어요,22690,특히 이런 전자기기를 사면 꾸미고싶은거같아요. 저도 @이름@님처럼 이쁜 스트랩을 알아보고있답니다 ㅎㅎ,오호~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~,오호~~~
test,4-07955-4,31760,기대되네요. 인터넷 쇼핑에 빠지면 진짜 텅장되는건 시간문제라니까요,22690,그니깐요 ㅠ 아직 겨울도 오지않았는데 겨울코트가 눈에 들어와서 큰일이에요,맞아요.. 인터넷 쇼핑이 제일 재밌는 것 같아요!,맞아요.. 인터넷 쇼핑이 제일 재밌는 것 같아요!
test,4-39751-4,11290,18시간만이에요 잘 있으셨어요? 우중충하더니 비가오네요,20921,오랜만이네요 확실히 날씨가 점점 추워지네요 심지어 일기예보 보니까 비 내릴 가능성이 높던데 감기 조심해야겠어요,네 잘지냈어요~ 오늘은 비가 많이 왔네요,네 잘지냈어요~ 오늘은 비가 많이 왔네요
test,4-39751-4,11290,네 저도 비올때 대비해서 항상 따뜻하게 입고 다녀야겠어요 저는 우산에 비 떨어지는 소리도 좋아해요,20921,저는 눈내릴때 우산에 쌓여가는 느낌이 묘하게 좋더라고요 ㅎ,우산은 항상 우산챙겨가면 비오는날 우산챙겨가면 너무 좋아요,우산은 항상 우산챙겨가면 비오는날 우산챙겨가면 너무 좋아요
test,4-39751-4,11290,네 저도 눈내리면 우산 항상 들고다녀요 ㅎㅎ,20921,갑자기 어렸을때 생각나네요 그때는 학교 끝나고 비 내리면 항상 어머니께서 우산을 가져오셨는데 ㅎ..,우산은 항상 들고다녀야해요 ᄒᄒ,우산은 항상 들고다녀야해요 ᄒᄒ
test,4-39751-4,11290,전 어릴적 우산 많이 잃어버렸던고같아요 ㅎㅎ,20921,저도 어릴적에 우산 잃어버리는게 일상이였어요 ㅎㅎ 놀다가 잃어버리고 친구집에 놓고오고 ㅎ,저도 어릴적에는 우산 많이 잃어버렸어요 ᄒᄒ,저도 어릴적에는 우산 많이 잃어버렸어요 ᄒᄒ
test,4-39751-4,11290,그리고 이상하게 우산 많이 망가지기도 한거같아요,20921,맞아요 ㅋㅋㅋ 바람까지 부는 날에는 우산 뒤집어지고 철심 부러지고 난리도 아니였죠 ㅎ..,맞아요 저는 이만 일이 있어서 가볼게요,맞아요 저는 이만 일이 있어서 가볼게요
test,4-39751-4,11290,요즘은 튼튼한고 큰 우산을 구입해 망가지는 일이 잘 없네요 ㅎㅎ,20921,그렇군요 저는 아직까지는 우산 들고다니면서 챙기는게 귀찮아서 그냥 급할때마다 편의점 우산을 애용하고 있네요,아 그러시군요~ 저는 이제 수업 들어가야해서 다음에 또 대화해요~,아 그러시군요~ 저는 이제 수업 들어가야해서 다음에 또 대화해요~
test,4-72761-4,25988,16시간이 다 지나갔네요 뭐하고 지냈어요?,42976,비가 여름비처럼 요란하게 오네요. 급격히 기온이 하락한다고해서 일찍 들어와서 월동준비하고 있습니다. ^^,저는 지금 티비 보고 있었어요~,저는 지금 티비 보고 있었어요~
test,4-72761-4,25988,맞아요!비오고 난 뒤에는 추워진다고 하더라고요 ,42976,네 그래서 마트 잠깐 들러서 어항에 넣어줄 히터를 구입했어요,맞아요~ 저는 이제 자러 가야겠어요~ 다음에 또 대화해요~,맞아요~ 저는 이제 자러 가야겠어요~ 다음에 또 대화해요~
test,4-52235-4,34261,5일만이네요. 뭐하시나요? 저는 난방텐트를 살까 고민중이에요,41072,지금 날씨에 고민되는 아이템이네요 좋은상품 보셨나요 ?,저는 요즘에 이사준비중이라 집에 있는 시간이 많아요,저는 요즘에 이사준비중이라 집에 있는 시간이 많아요
test,4-52235-4,34261,인터넷으로 보고 있는데 너무 종류가 많다보니 오히려 결정을 못하겠네요. 홈쇼핑은 한가지만 알려주니까 살지 안살지만 고민하면 되는데 말이에요.,41072,검색을 하면 많이 나오긴 하죠 전 따로 난방텐트를 알아보지 못했네요 ,맞아요 저도 홈쇼핑은 잘 안보고 인터넷으로 보고 있어요,맞아요 저도 홈쇼핑은 잘 안보고 인터넷으로 보고 있어요
test,4-52235-4,34261,그럼 요즘 관심있는 물건 있으신가요?,41072,저도 추워지다 보니 롱패딩을 하나 구입하고 싶어요 ,저는 요즘에 <unk>브랜드명<unk>에 관심이 있어요,저는 요즘에 브랜드명에 관심이 있어요
test,4-52235-4,34261,역시 날이 추워지니까 그런 용품들이 인기가 많을 것 같아요. 이제 티비틀면 겨울용품이 많이 나올 것 같네요. 하하 ,41072,맞아요 홈쇼핑도 서로 비슷한 물품들을 파는걸 보았어요 저도 그래서 고민이 큽니다 ,맞아요 겨울용품이 많이 나오죠. 저는 이만 일이 있어서 가볼게요,맞아요 겨울용품이 많이 나오죠. 저는 이만 일이 있어서 가볼게요
test,4-52235-4,34261,그래서 저는 이제 추운 날씨니까 직접 쇼핑안하고 편하게 티비보면서 홈쇼핑만 할 예정이에요.  누워서 하는 고민은 편하니까요 하ㅏㅎ,41072,네 그게 홈쇼핑의 가장 큰 장점이죠 ,홈쇼핑 자주 하시나봐요? 저는 홈쇼핑 자주 보거든요,홈쇼핑 자주 하시나봐요? 저는 홈쇼핑 자주 보거든요
test,4-52235-4,34261,맞아요. 홈쇼핑은 반품도 쉽게 되더라구요. 전화한통이면 바로 해결되서 너무 간편하고 좋은 시스템인것 같아요,41072,홈쇼핑의 장점이 그런부분이죠 반품 시스템은 좋은거 같아요,맞아요 반품도 빨리 해결되서 너무 좋아요,맞아요 반품도 빨리 해결되서 너무 좋아요
test,4-04552-4,30390,벌써 1시간이 지났네요 시간이 금방이네요,32518,그러게요ㅎ요즘 @브랜드3@에서하는 환승연애 보고있는데 너무 몰입되네요,그러게요 벌써 그렇게 흘렀네요 잘지내셨나요?,그러게요 벌써 그렇게 흘렀네요 잘지내셨나요?
test,4-04552-4,30390,OTT를 여러가지 사용하시나봐요?,32518,2가지정도 사용하고있어요ㅎ더쓰고싶은데 비용이...ㅜㅜ,네네! 저는 주로 OTT를 이용해요! 님은요?,네네! 저는 주로 OTT를 이용해요! 님은요?
test,4-53514-4,42246,안녕하세요~ 벌써 2주나 지났네요. 시간 참 빠르죠?,21209,그러게요 벌써 2주나 지났다니 시간이 참 빠르네요. 그동안 잘지내셨나요?,네 잘 지내셨나요? 저는 요즘에 피부과 시술을 받고 있어요,네 잘 지내셨나요? 저는 요즘에 피부과 시술을 받고 있어요
test,4-53514-4,42246,"네 잘 지낸 것 같아요. 다른 분께 좋은 피부과 시술에 대해서 들어서 한번 다녀와 보려고요. 혹시 보톡스에 대해 아시나요?
",21209,보톡스에 대해서는 주위에서 들어서 알고 있습니다.,보톡스도 종류가 많더라구요! 보톡스도 종류가 많더라구요!,보톡스도 종류가 많더라구요! 보톡스도 종류가 많더라구요!
test,4-53514-4,42246,네 사실 저는 미간에 주름이 많이 생겨서 사나워 보인다는 소리를 많이 들어요. 특히나 부장이 되고 나니 사람들이 절 무서워하네요.<u>근육에 놓는 보톡스 대신에 더마톡스라고 피부에 놓는게 있다고 해요. 피부도 좋아지구요.<u>아직 별로 관심은 안생기시죠? ㅎㅎ,21209,네 아직 보톡스를 맞아야 겠다는 생각은 들지 않아서 말이에요. 시간이 조금 지나면 관심이 생길것도 같지만 아직은 괜찮은것 같습니다.,아뇨 저는 아직 젊어서 그런지 주름은 없어요! 보톡스는 한번도 안해봤어요!,아뇨 저는 아직 젊어서 그런지 주름은 없어요! 보톡스는 한번도 안해봤어요!
test,4-53514-4,42246,피부가 좋아서 그러신것 같아요. 피부는 타고 나는게 큰거 같아요. 집안 분들이 다 피부가 좋으신가요?,21209,어머니가 피부가 좋으세요. 아무래도 그 영향을 받은 것 같긴 합니다.,네 저희집도 트러블이 있어서 트러블이 많이 나네요,네 저희집도 트러블이 있어서 트러블이 많이 나네요
test,4-53514-4,42246,피부는 확실히 유전이 큰것 같아요. 로션도 혹시 아무거나 바르시나요? 전 사실 화장품 원료 회사에 근무하고 있어요.,21209,로션을 아무거나 바르지는 않아요. 성분들을 확인하고 사용하는 편입니다.,저는 로션을 잘 안 바르는데요. 그래서 그런지 피부가 뒤집어져서요.,저는 로션을 잘 안 바르는데요. 그래서 그런지 피부가 뒤집어져서요.
test,4-53514-4,42246,그러시군요. 저는 회사에 들어오기 전에 특효 성분들이 많이 있으면 좋은 화장품이라고 생각했는데 그렇지도 않더라구요.<u>성분이 순한게 최고 인것 같습니다. 어플로 성분 확인 하고 쓰시는 건가요?,21209,어플로 확인하기도 하고 뷰티관련 유튜버들의 영상을 참고하기도 합니다.,네네 그렇게 하고 있어요~ 저는 이만 일이 있어서 가볼게요~,네네 그렇게 하고 있어요~ 저는 이만 일이 있어서 가볼게요~
test,4-53514-4,42246,요즘 유튜브가 너무 잘 되어 있어 없는 정보들이 없는 것 같아요. 저도 유튜브로 참고 많이 합니다.,21209,유튜브 참고하시면 좋을 것 같아요. 저는 이만 나가봐야 할 것 같아요. 대화 너무 즐거웠습니다.,맞아요 요즘은 유튜브가 잘 되어있어서 더 그런 것 같아요,맞아요 요즘은 유튜브가 잘 되어있어서 더 그런 것 같아요
test,4-47213-4,21506,안녕하세요. 이틀만이네요. ㅎㅎ 식사는 하셨나요?,24944,저 이제 식사하려구요 ㅎㅎ 오늘은 만두전골을 먹을 거랍니다 ~~ 님은요?,네~ 저는 오늘도 학교 끝나고 친구들이랑 영화 보려고요!,네~ 저는 오늘도 학교 끝나고 친구들이랑 영화 보려고요!
