type,sess_id,speaker_1_id,speaker_2_id,query,reply,n_turn,system_response,gen_reply
test,4-45250-4,20370.0,22697.0,"안녕하세요! 벌써 3일이 지나갔습니다 ㅎㅎ 즐겁게 보내시고 계시나요?<unused1>ㅋㅋ저는 그동안 요리를 열심히 해서 안 하고 싶네요! 그쪽은요?<unused1>아하 ㅎㅎ 저는 최근에 놀러가는 곳이 생겨서 너무 설레는 하루를 보내고 있어요!<unused1>오 ㅎ 정말이세요? ㅋㅋ친구들이랑 자주 놀러가시나봐요!<unused1>저는 수원에 있는 화성에 다녀오기로 했거든요, 맛집도 가려고요!<unused1>ㅋㅋ진짜요? 맛집은 어디로 가실 예정이신건가용?","저는 일식을 좋아해서 일식 맛집을 찾아보려고요, 좋아하는 메뉴도 있어요!",4.0,"['지 궁금하네요.</s>', '가요?</s><pad>', '가요??</s>']","['지 궁금하네요.<s>', '가요?<s>', '가요??<s>']"
test,4-28537-4,20370.0,22697.0,안녕하세요 3주만이네요 저는 가끔 듣는 힙합음악을 듣고 있었어요! 잘지내셨나요?<unused1>안녕하세요 저는 그 때 얘기한 후에 놀이공원에 다녀왔어요!,오 그러셨군요!아직도 사람이 많나요?,4.0,"['', '', '']","['', '', '']"
test,4-38006-4,20370.0,22697.0,안녕하세요 하루만에 연락드려요 오늘은 라떼아트 하는 법을 배웠어요 기본이 하트모양인데 잘 안나오더라고요<unused1>와 잘 진행되고 있나봐요. 홍콩에 @브랜드명@커피라는 곳이 라떼로 유명하던데 아세요?<unused1>오 아니요 처음 들어봐요 홍콩 여행을 가보신건가요? <unused1>네 예전엔 자주 다녔어요. 로고가 독특해서 한국사람들이 자주가더라구요.<unused1>아 들어봤어요! 제가 홍콩 여행은 안가봤는데 가면 꼭 마셔볼게요. 얼마전에 제 친구가 베트남을 갔는데 거기는 커피값이 엄청 싸다고 하더라고요. 한국은 요즘 한잔 카피값이 너무 비싸진 것 같아서 자주 사마시기 부담스러워요<unused1>들어보셨군요. 베트남도 커피가 유명하더라구요. 달달구리 커피..<unused1>맞아요 되게 달다고 하던데.. 슬슬 추워지니 동남아 여행 가고 싶네요 그냥 바다 앞 카페에 앉아서 커피 마시며 멍만 때려도 좋을 것 같아요<unused1>저도 같은 마음이에요. 동남아 여행해본지가 언제인지 기억이 안 날 지경이에요,동남아 어디가 제일 좋으셨나요? 저는 방콕도 좋았어요 맨날 수박주스를 달고 여행을 다녔어요,4.0,"['왔는데 거기서 커피한잔 하는게 너무 좋았다고 하네요</s><pad>', '왔는데 거기서 커피한잔 하는게 너무 좋았어요\n</s><pad><pad>', '왔는데 거기서 커피한잔 하는게 너무 좋았다고 하네요 </s>']","['왔는데 거기서 커피한잔 하는게 너무 좋았다고 하네요<s>', '왔는데 거기서 커피한잔 하는게 너무 좋았어요 <s>', '왔는데 거기서 커피한잔 하는게 너무 좋았다고 하네요 <s>']"
test,4-24944-4,20370.0,22697.0,41시간만이네요. 잘지내고 계셨나요<unused1>네.. 잘 지내셨어요? 저는 어제 친구가 선물로 캣타워를 사줘서 설치했는데.. 아직 고양이가 어려서 그런지 별 관심을 안보이네요<unused1>고양이들이 참 귀엽게도 선물보다 선물박스에 더 관심을 보인다고 하잖아요ㅎㅎ<unused1>너무 애기애기해서 건강하게 잘 클지 모르겠어요. 지금은 너무 연약해 보여요,분명 잘키우실거에요. 저는 강아지들 덕분에 우울함이 많이 가셔요,4.0,"['', '', '']","['', '', '']"
test,4-50965-4,20370.0,22697.0,"정신없이 3주나 흘렀네요! 어떻게 지내셨나요?<unused1>3주란 시간이 참 빠르네요! 전 이번에 결혼 얘기가 나와서, 슬슬 준비를 하고 있어요<unused1>오오 축하드려요! 언제쯤 계획하시나요?<unused1>내년 10월쯤 생각하고 있습니다! ㅎㅎ 이것저것 준비할게 많아서요<unused1>너무 좋으시겠어요. 신혼여행은 가고 싶은 곳 있으세요?<unused1>음, 스위스쪽 생각하고 있습니다만.. 신부랑 얘기를 해봐야지요<unused1>진짜요? 저도 신혼여행을 스위스로 가고 싶었어요. 돈이 문제라 망설여졌죠.<unused1>하긴.. 어딜가든 돈이 제일 문제긴 하죠.. 시간도 그렇구요 ㅎㅎ",그러니까요. 돈 걱정 없는 세상에서 살고 싶네요. 준비는 잘 되어가세요?,4.0,"['보고 싶어요</s><pad>', '보고 싶어요. </s>', '보고 싶네요.</s>']","['보고 싶어요<s>', '보고 싶어요. <s>', '보고 싶네요.<s>']"
test,4-40391-4,20370.0,22697.0,8일이나 지났네요 벌써 ! 지난주엔 잘 지내셨나요? 저는 마장호수에 놀러갔다 왔답니다<unused1>8일만이네요! 네 저는 결혼준비로 정신없네요 기념일 이후 계속 바빠요. 좋아하는 보드게임도 못했어요.<unused1>결혼준비가 정말 힘들고 어렵다고 들었어요.. 정말 좋아서 결혼 하는건데도 쉬운게 하나도 없는것 같아요 세상엔 ㅎㅎ..<unused1>맞아요 파혼도 많이한다더라구요 기념일 또 없나요?<unused1>파혼하면 마음이 정말 힘들것 같아요. 저번주에 저는 개교기념일이 있었네요 ^^ 학교가 쉬는날이라 좋았답니다.<unused1>개교기념일 부럽습니다 기념일이 매일 있었으면 좋겠어요,특별한 하루를 보낼 수 있어서 더욱 더 기다리게 되는것 같아요~~^^,4.0,"['</s><pad><pad>', '</s><pad>', 'ㅠㅠ</s>']","['<s>', '<s>', 'ㅠㅠ<s>']"
test,4-10077-4,20370.0,22697.0,안녕하세요! 2일만이네요 잘 지내시죠?<unused1>31시간이나 지났다니 몰랐네요. 저는 그냥 지내요~<unused1>저는 오늘도 얼그레이 음료를 마시러 카페에 왔어요! 드셔보셨나요?<unused1>아뇨 아무래도 쓴 맛이 날 것 같아서 안마셨어요.,그렇군요.. 방금까지 무엇을 하고 계셨나요?,4.0,"['', '', '']","['', '', '']"
test,4-09604-4,20370.0,22697.0,6주만이네요. 저번에 선크림 안바르면 두드러기가 난다고해서 열심히 바르고 다녔더니 얼굴이 좋아진 것 같아요.<unused1>시간 정말 빠르네요. 얼굴 좋아지셨다니 다행이네요. <u>저도 저번에 님과 대화 나눈 후부터 카디건이나 재킷 들고 다니면서 입어서 다시 감기 안 걸리고 잘 지냈어요.,6주만이네요. 저번에 선크림 안바르면 두드러기가 난다고해서 열심히 바르고 다녔더니 얼굴이 좋아진 것 같아요.,4.0,"['', '', '']","['', '', '']"
test,4-67732-4,20370.0,22697.0,안녕하세요 6일만이네요 !어떻게 지냈나요 ?<unused1>네 안녕하세요! 벌써 6일이 지났네요! 저는 지난번 말씀드린대로 군대 면회를 다녀왔어요!,누구랑 갔다왔나요  ???  ,4.0,"['', '', '']","['', '', '']"
test,4-50931-4,20370.0,22697.0,안녕하세요 벌써 17 시간이 지나갔네요<unused1>안녕하세요. 그동안 좀 쉬셨나요?,내 뭐 저는 몸에 허리가 좀 안 좋아서 치료를 받고 있었습니다,4.0,"['', '', '']","['', '', '']"
test,4-19619-4,20370.0,22697.0,"안녕하세요. 3일이 좀 지났어요. 저는 가을을 즐기며 소설을 읽고 있었어요. @이름@님과 대화하고 짜장면과 탕수육을 얼마나 맛있게 먹었는지 몰라요. 하하.<u>혹시 요리를 좋아하나요? 자주 하시는 요리가 있으세요?<unused1>저는 요리는 잘 못해요. 부모님 생신에 미역국도 겨우 끓여드리는 걸요. 라면물도 제대로 못 맞출때가 많아요.<unused1>라면은 남이 끓여주는 게 젤 맛있더라구요. 라면 좋아하세요? 저는 너무 좋아해서 자제하려고 노력해요.<unused1>가끔 먹는 편이에요. 라면은 밤에 먹는게 제일 맛있잖아요.<unused1>하하. 저는 특별히 좋아하는 두 종류의 라면이 있어요. 모두 국물 있는 얼큰한 거요. 거의 그거만 먹어요. 라면 먹고 붓지 않으려면 우유를 꼭 먹어야 한다고 하더라구요. 라면 먹고나서 우유도 꼭 한 컵 먹구요. 밤에 먹고 자면 붓잖아요.<unused1>전 우유는 비린내 나서 잘 안먹어요. 라면은 붓는 맛에 먹는거죠! 먹은거 다 티내고 다니는 맛 하하<unused1>그, 그런가요? 저는 50대라 한 번 부으면 오래가요. 흑. 혹시 @이름@님도 치킨 좋아하시나요? 아이가 오늘 저녁엔 치킨을 시켜먹자고 하네요.<unused1>치킨 너무 좋죠. 요즘엔 매콤한 치킨에 꽂혀서 계속 매콤한 양념치킨만 시켜요.",저도 양념 치킨을 좋아해요. 주문하게 되는 특정 브랜드가 있나요? 저는 집 근처 치킨집에서 포장 주문해서 먹어요. 배달비도 비싸잖아요.,4.0,"['요.</s><pad><pad>', '</s><pad><pad><pad>', '자주 먹어요.</s>']","['요.<s>', '<s>', '자주 먹어요.<s>']"
test,4-02968-4,20370.0,22697.0,안녕하세요? 어제는 잘 주무셨어요?<unused1>네!! 잘자고 일어났네요... 잘 주무셨어요? ,안녕하세요? 어제는 잘 주무셨어요?,4.0,"['', '', '']","['', '', '']"
test,4-31443-4,20370.0,22697.0,또 3주가 지났네요. 그동안 잘 지내셨어요?<unused1>3주라니 시간이 너무 빨라요 잘 지냈습니다. 요즘엔 임시보호 활동 좀 어떤 방법으로 알아보고 계셔요?<unused1>주변에 관심있는분이 계셔서 얘기도 해보고 지난주에는 친구와 봉사도 다녀왔어요<unused1>저도 최근에 이동 봉사에 다녀왔어요<unused1>이동 봉사는 어떤거에여...?<unused1>아이를 다른 곳으로 옮겨주는 걸 말해요 임시보호소 이동시켜주는 역할? 다리 역할이라고 보시면 될 거 같아요!<unused1>아아 그런 봉사도 있는줄은 전혀 몰랐네요 . 덕분에 많이 배워요<unused1>저도 덕분에 배우고 있습니다. 임시보호에 대해서 좀 더 관심 가지게 되었어요,서로 도움이 된다니 정말 좋네요. 또 좋은 봉사 알게되시면 저도 알려주세요,4.0,"['려구요</s><pad><pad>', '려고 생각중이에요</s>', '려구요. </s><pad>']","['려구요<s>', '려고 생각중이에요<s>', '려구요. <s>']"
test,4-30644-4,20370.0,22697.0,"안녕하세요. 3주만에 뵙네요. 잘 지내셨나요?<unused1>네 잘지내셨나요? 항상 좋은말 고마워요<unused1>감사합니다. 가구 공장은 다니고 계시나요?<unused1>아뇨 말씀대로 일 안하려고요. 잘했죠<unused1>물론 본인의 선택이지만, 개인적으로는 잘하신 것 같아요. 저는 그동안 승진에서 밀려 우울한 하루하루를 보내고 있어요<unused1>지금 직급이 어떻게 되시나요?<unused1>저는 과장인데.. 만년 과장이 딱 저네요. 일은 저 혼자 다하는 것 같은데  말이죠<unused1>근속은 어떻게 되시는데요?...",네 지금 다니는 회사에서 10년 되었습니다. 작은 회사이긴 해요,4.0,"['<pad>', '</s>', '</s>']","['', '<s>', '<s>']"
test,4-63332-4,20370.0,22697.0,"3주가 지났네요~ 그동안 잘 지내셨어요?<unused1>안녕하세요? 벌써 3주가 지났군요. 저는 오랜만에 혼자 친구집에 다녀왔어요. 친구들끼리 모여 집에서 영화 몇편보고 여유로운 시간을 보냈어요. <unused1>우와~ 친구들끼리 모여서 무언가를 보면 어떤 것이든 재미있겠어요! 저도 오늘 오랜만에 영화나 볼까 했었거든요<unused1>예전에 국제영화제에서 수상하고 유명해진 영화를 봤는데  잔잔하고 조용히 볼만하더라고요. 최근 자극적인 영화들이 많아서 좋은 영화였어요.
<unused1>맞아요 자극적인 것에 끌릴 때도 있지만 그런 잔잔한 스토리에 더 끌리게 될 때도 있죠! 저도 요새는 잔잔한 영화가 더 좋더라구요<unused1>영화제 수상작들은 좀 난해하다는 편견이 있었는데 다른 수상작도 궁금해졌어요",아무래도 상을 받는 데에는 이유가 있으니 그렇겠죠? 할 거 없을 때 하나씩 정주행해봐야겠어요! 이번 달에 영화 몇 편 보셨어요?,4.0,"['화가 좋았던 것 같아요</s><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad>', '화가 좋았던 것 같아요 </s><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad>', '화가 좋았던 것 같아요 <unk>이름<unk>님은 어떤 영화 보셨나요</s>']","['화가 좋았던 것 같아요<s>', '화가 좋았던 것 같아요 <s>', '화가 좋았던 것 같아요 이름님은 어떤 영화 보셨나요<s>']"
test,4-60352-4,20370.0,22697.0,6주만이네요  잘지내셨어요?  반가워요<unused1>이런 너무 바빠서 그간 연락을 못드렸네요 죄송해요.,6주만이네요  잘지내셨어요?  반가워요,4.0,"['', '', '']","['', '', '']"
test,4-20942-4,20370.0,22697.0,안녕하셨어요?한달만에 다시 뵙네요<unused1>시간이 정말 빨리 지나가는 것 같아요. 감기나 코로나 안 걸리게 조심해야겠어요. 잘 지내셨어요?<unused1>네 날씨가 많이 겨울같이 쌀쌀해졌어요<unused1>저는 추위를 별로 안 타서 아직 여름 침구를 쓰고 있었는데 이젠 바꿔야겠어요. 잠결에 춥더라구요<unused1>맞아요 환절기라서 아침저녁으로 엄청춥죠<unused1>일교차가 정말 심하더라구요. 이젠 가을 외투도 입어 볼 틈이 없네요 부지런 떨지 않으면~<unused1>그쵸 아침에 추워서 두꺼운패딩입었더니 넘 더워요<unused1>그래서 저는 누빔 조끼하나 걸쳤어요. 비염 스프레이도 항상 준비해두고. ,아 비염스프레이는 환절기 필수품이죠 하하,4.0,"['<pad><pad><pad><pad><pad><pad><pad><pad>', '</s><pad><pad><pad><pad><pad><pad><pad>', '해외여행 계획 있으세요</s>']","['', '<s>', '해외여행 계획 있으세요<s>']"
test,4-06926-4,20370.0,22697.0,10시간 만이네요. 콘서트는 즐거우셨나요?<unused1>네 너무 즐거웠어요! 오랜만이라서 더 좋았던 것 같아요. @이름@님은 오늘 어떻게 보내셨어요?,10시간 만이네요. 콘서트는 즐거우셨나요?,4.0,"['', '', '']","['', '', '']"
test,4-38122-4,20370.0,22697.0,안녕하세요. 9일이나 지났네요~ 잘 지내셨나요?<unused1>안녕하세요. 벌써 9일이나 지났나요? 시간 참 빠르네요. <u>저는 그동안 동네 포켓몬 스톱을 찍느라고 돌아다녔더니 살이 좀 빠졌어요. <unused1>하하 운동 제대로 하셨네요~ 저도 요새 저녁에 꾸준히 운동 중이에요. 카트 한 판 하고 운동 다녀왔네요 ㅎㅎ<unused1>카트 게임을 꾸준히 하고 계시는군요. 최근에 포켓몬 고 게임에 대규모 업데이트가 있어서 더 재밌어 졌어요.<unused1>오~ 어떤 점이 업데이트 됐나요? <unused1>이상한 노란탑이 생겨서 동전을 주더라고요. 사실 이게 뭔지는 모르지만 9세대 포켓몬이 등장할 거라는 소문이 있어요. ,오호 기대되네요. 저도 조만간 포켓몬고 해보려구요  ㅎ,4.0,"['깊었는지 궁금해요.</s><pad>', '깊었는지 궁금해요!</s>', '깊었는지 궁금해요</s><pad>']","['깊었는지 궁금해요.<s>', '깊었는지 궁금해요!<s>', '깊었는지 궁금해요<s>']"
test,4-45577-4,20370.0,22697.0,"47시간이 지났네요. 골프 @이름@의 기록을 우리나라 @이름@이 경신을 했다고 뉴스에 나오더군요. 우리나라 사람들이 골프를 잘하는 것 같아요<unused1>대단하네요! 정말 우리나라 선수들 골프 잘하는군요!  @이름@ 선수도 신기록을 달성해서 100만원을 받았다고 해요<unused1>우리나라가 골프를 잘 한다는데 그게 손재주가 많아서 그렇다네요. 그것이 젓가락 사용과 관련이 있다는 얘길 들었어요<unused1>골프가 손움직임이 중요하군요. 젓가락 사용이 두뇌발달이나 손근육에 정말 효과적인 것 같아요.<unused1>정말 세밀한 운동신경이 그런 일상생활 습관에서 나온다는 것도 신기하지 않나요? 우리 민족은 정말 우수한 것 같아요<unused1>ㅎㅎ우리나라는 특히 쇠젓가락을 많이 사용하기도 해서, 젓가락 문화권인 다른 나라보다 더 신경이 발달했다는 재밌는 이야기도 있네요. 맞아요. 우리나라 사람들 우수해요. 이번 월드컵은 어떻게 전망하세요?<unused1>@이름@이 오늘도 꼭 출전하겠다고 했다네요. 수술한 지도 얼마 안 되었는데요. 첫 경기를 치르는 우루과이가 우리보다 센 것 같아요<unused1>@이름@ 선수 정말 멋집니다!! 월드컵에서 활약 기대돼요. 지난 2002년 때처럼 좋은 기록 내주었으면 좋겠는데 첫 상대가 만만치 않네요",정말 기대되지요? 이번에도 2002 월드컵 때처럼 정말 흥분되고 가슴 설레는 축제였으면 좋겠어요,4.0,"['치가 있나봐요</s><pad>', '치가 있나봐요?</s>', '치가 있더라고요</s><pad>']","['치가 있나봐요<s>', '치가 있나봐요?<s>', '치가 있더라고요<s>']"
test,4-77821-4,20370.0,22697.0,"안녕하세요~ 오랜만이네요. 8일이나 지났어요. 그간 잘 지내셨나요?<unused1>벌써 8일이 지났네요. 네 저는 잘 지냈습니다. 님도 잘 지내셨나요?<unused1>그럼요! 저는 그동안 여행도 한번 가고, 휴게소에서 생각난 김에 애견카페도 가 봤어요. 정작 제 거북이랑 간 건 아니지만요.<unused1>ㅎㅎ저는 멍라떼 한번 주문해보고 싶은데 용기가 안나서 못해봤어요ㅋ 냥라떼 나오면 한번 도전해봐야겠어요.<unused1>아하하. 저는 아직도 사실 강이자나 고양이가 잘 먹을지는 모르겠어요. 겉보기에 너무 건강해 보이더라고요<unused1>궁금하긴 하더라구요 ㅎㅎ 저희 고양이들이 산책만 가능했다면 벌써 시도해봤을 텐데 아쉽네요 ㅎ<unused1>맞아요. 제가 본 건 무슨 브로콜리 죽? 처럼 생겼는데 건강 녹즙처럼 보였었거든요.<unused1>ㅎㅎ저는 자신없지만 개 키우시는 분들은 산책 시키는 게 힘든 만큼 또 재미도 있을 것 같아요. 사람들 관심도 받고 어떤 분들은 본인 운동도 겸해서 하신다고 하더라구요.","반려동물들과 같이 산책하면 자연스럽게 생활 운동이 되니까요. 그런 면에서 저는 거북이들이랑 산책하는 게 딱히 크게 도움이 되진 않는 것 같긴 해요. 그래도, 귀여워서 좋아요!",4.0,"['고양이 좋아하는데 고양이를 좋아하거든요.</s><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad><pad>', '고양이 좋아하는데 고양이를 좋아하거든요. <unk>이름<unk>님은 고양이가 어떤 종류인가요</s><pad>', '고양이 좋아하는데 고양이를 좋아하거든요. <unk>이름<unk>님은 고양이가 어떤 종류 좋아해요.</s>']","['고양이 좋아하는데 고양이를 좋아하거든요.<s>', '고양이 좋아하는데 고양이를 좋아하거든요. 이름님은 고양이가 어떤 종류인가요<s>', '고양이 좋아하는데 고양이를 좋아하거든요. 이름님은 고양이가 어떤 종류 좋아해요.<s>']"
test,4-20788-4,20370.0,22697.0,안녕하세요~ 45시간만에 연락드려요! <u>전 아무래도 꼬리뼈 통증이 계속 가서 한의원에 한번 가보려구요~<unused1>많이 안좋으신가봐요. 한의원은 효과가 좋나요?<unused1>정형외과에서는 엑스레이나 MRI상으로 아무런 문제가 없다는데 저는 아프거든요 ㅠㅠ<u>그래서 지인이 한의원에 한번 가보는게 어떻냐고 추천해줘서 처음으로 가보려구요!<unused1>그렇군요. 정형외과 대신 한의원에만 가는 사람들도 있더라고요. 침 치료가 잘 맞다고요.<unused1>그러게요~! 제가 한번 경험해보고 오겠습니다! 침은 근데 처음 맞아봐요! 맞아보신 적 있으세요?<unused1>어렸을 때 갔었는데 성인 되고는 한의원에 한 번도 안 가봤어요. <u>주사를 무서워해서 침도 무서워요.<unused1>그러시군요~ 바늘 무서워하시면 한의원은 어렵겠네요 ㅠㅠ<u>기초 체력이랑 근력도 키워보려구요 이번기회에! 몸이 굳어 있으면 아무래도 부상 당한 곳이 더 악화될 것 같아서요~<unused1>맞아요. 저도 햄스트링 근육 힘을 길러야 발목 접지르는 게 나아진다는데요. 또 마음 먹기가 쉽지 않죠.,우리 둘 다 맘을 굳게 먹어봅시다~! 운동은 어떤거 해보셨어요~? 헬스나 필라테스 같은거요~,4.0,"['신 적 있으세요?\n</s><pad><pad>', '신 적 있으세요?\n?</s><pad>', '신 적 있으세요?\n??</s>']","['신 적 있으세요? <s>', '신 적 있으세요? ?<s>', '신 적 있으세요? ??<s>']"
test,4-27674-4,20370.0,22697.0,2주동안 잘 지내셨어요? 구직은 어떻게 되어가고 있나요?<unused1>2주 동안 잘 지냈죠? 저도 계속 면접 보러 다니는 중이에요,그렇군요. 저는 직장내 인간관계에 시달리다가 결국 그만뒀어요.,4.0,"['', '', '']","['', '', '']"
test,4-13057-4,20370.0,22697.0,안녕하세요 일주일만이네요 잘지내셨어요?<unused1>네 잘지냈습니다. 지난주에 또 쇼핑은 안하셨나요?<unused1>홈쇼핑으로 겨울맞이 패딩을 하나 샀어요<unused1>인터넷쇼핑몰이랑 가격 비교해보셨나요??,가격비교는 못했어요 사이즈가 안 맞아서 반품하기로 했는데 무료반품이라 다행이예요,4.0,"['', '', '']","['', '', '']"
test,4-13110-4,20370.0,22697.0,"안녕하세요. 8일만에 대화네요.<unused1>안녕하세요, 시간이 참 빠르게 지나가네요.<unused1>어떤 운동을 하면서 보내셨나요<unused1>저는 요즘은 턱걸이만 하고 있어요.<unused1>턱걸이는 몇 개 정도 하시나요?<unused1>저는 현재 최대 12개정도 하고있어요.",꽤 많이 하시네요. 저는 5개도 힘들던대요,4.0,"['', '', '']","['', '', '']"
test,4-52812-4,20370.0,22697.0,"벌써 10일이나 지났어요! 어떻게 지내셨어요?<unused1>벌써 시간이 이렇게 지났나요? 일하다보니 정신없이 지나간 것 같습니다 잘 지내셨죠?<unused1>네, 아직 이사할 집을 결정 못해서 너무 고민이예요<unused1>쉽게 결정 할 수 있는 일이 아니죠 그래도 요즘 매물들은 많이 나와 있나요?<unused1>아니예요 매물이 없어서 집 보기도 힘들어요<unused1>생각보다 없군요 뉴스를 보면 아파트들은 내놔도 안팔려서 문제라고 본 것 같아서요 주택은 또 상황이 다르군요 <unused1>부동산 가격이 불안정하니 매물 내놨다가도 거둬 가기도 하구 그렇더라구요 <unused1>정말 땅하나 사서 내맘에 들게 짓고 싶습니다 그렇지 않아도 토지매매를 하려고 알아보는데 부르는게 값이고 너무 큰 덩어리로 팔아서 구매하기도 망설여지더군요",맞아요! 그냥 내 집 하나 소박하게 지을만한 땅 정도만 딱 사고 싶어요. 저도 ,4.0,"['패를 보는 것 같아요</s><pad>', '패를 보는 것 같아요.</s><pad>', '패를 보는 것 같아요..</s>']","['패를 보는 것 같아요<s>', '패를 보는 것 같아요.<s>', '패를 보는 것 같아요..<s>']"
test,4-71722-4,20370.0,22697.0,"8시간만이네요  지난번 영화는 잘 보셨나요? 혹시 고양이 좋아하시나요?<unused1>네. 잘 봤습니다 전 앵무새를 더 키우고 싶습니다. <unused1>그래요 저도 앵무새는  로망이예요  점심시간 인데 점심메뉴는 뭐예요? 저는 전주돌솥비빔밥을 먹어요 <unused1>저는 돼지국밥을 먹습니다. 오늘 저녁에는 애니메이션을 보려 합니다. <unused1>전 아이들이 보는게 있더라구요 그거 보니 옛날 생각도 나네요 이뉴야샤 보셨나요?<unused1>아 그거 봤지요. 제 동생이 좋아해서 옆에서 같이 보게 되었습니다<unused1>그랬군요   벌써 8시간만이네요  혹시 무슨과일 좋아하세요? <unused1>저요? 저는 사과, 바나나를 주로 좋아합니다. 제 아들은 포도를 좋아하고 딸은 귤을 좋아합니다.",저는 모든과일을 다 좋아하는데 그중에 패션후루츠가 좋아해요 저희딸은 배 청포도 사과 복숭아 체리 딸기  저희아들은요 딸기 를 좋아하고 <u>막내아들은요 바나나를 잘 먹어요 ,4.0,"['<pad><pad>', '</s><pad>', '</s>']","['', '<s>', '<s>']"
test,4-68300-4,20370.0,22697.0,이틀 동안 잘 지내셨나요? 곧 있으면 주말 입니다. <unused1>안녕하세요 오늘 날씨가 좋네요^^ 주말이 빨리 왔으면 좋겠어요<unused1>저도요. 특히나 이번 주말은 더 기다려지네요.<unused1>기다려지실것 같아요 요즘은 막 교복도 입고 가더라구요<unused1>며칠전 봤던 TV 프로그램에서 외국인들도 놀이공원에 가서 교복 입더라고요.  가셔서 교복 입어 보셨어요?<unused1>아니요 저는 그런 용기는 안나더라구요. 교복도 다 버렸어요 ^^<unused1>저도 없는데 교복 대여샵이 있더라고요. 근데 저도 못 입을꺼 같아요. ㅎㅎ<unused1>츄러스도 꼭 드시고 오세요 놀이공원 필수 간식이잖아요~,네~ @브랜드명@ 놀이기구 추천 해 주실 수 있나요?,4.0,"['<pad><pad>', '</s><pad>', '하</s>']","['', '<s>', '하<s>']"
test,4-32725-4,20370.0,22697.0,"안녕하세요. 일주일만이네요~ 잘 지내셨나요??<unused1>네, 안녕하세요. 뭐하며 지내셨어요?<unused1>저는 요즘 근처 대형마트에서 원플러스원 세일한다고 해서 과일 저렴하게 구입했어요!<unused1>아, 저도 원플러스원 사서 이웃과 나누면 좋더라구요. <unused1>네 맞아요~ 요즘 대용량으로 많이 팔다보니, 빵같은 것은 이웃분이랑 종종 나눠먹곤 해요!<u>나중에 이웃분도 나눔을 주시고 정이 느껴지더라고요 ㅎㅎ<unused1>네, 전 뭐든 적게 샀는데, 이웃이  생기니 대용량도 좋더라구요.",@이름@님도 이웃분들이랑 나눔을 많이 하시는군요?<u>요즘엔 주로 어떤 것을 구매하시나요?,4.0,"['일을 자주 해요.</s><pad><pad><pad><pad><pad><pad><pad>', '일을 자주 하는 편이라 자주 해요.</s><pad><pad><pad>', '일을 자주 하는 편이라 세일에 집중하고 있어요.</s>']","['일을 자주 해요.<s>', '일을 자주 하는 편이라 자주 해요.<s>', '일을 자주 하는 편이라 세일에 집중하고 있어요.<s>']"
test,4-50964-4,20370.0,22697.0,시술얘기하고 3일이나 지났네요. 정신이 없어서 이제 연락드려요.<unused1>네 저도 바쁜 일과를 보내고 있네요.,시술얘기하고 3일이나 지났네요. 정신이 없어서 이제 연락드려요.,4.0,"['', '', '']","['', '', '']"
test,4-11305-4,20370.0,22697.0,안녕하세요~ 36시간만이에요 잘지냈어요? 시간이 금방 또 갔네요~<unused1>벌써 하루가 지났네요~ 36시간 만이죠?<unused1>네 요즘은 학업스트레스 없나요?<unused1>학업 스트레스가 쌓이면 드라마 보면서 풀고 있어요~,그방법도좋치요~ 그래도 학업스트레스 푸는데 제일좋은건 잠자기가 최고인것같아요,4.0,"['', '', '']","['', '', '']"
test,4-62557-4,20370.0,22697.0,3주만에 연락드리네요! 잘지내고 계신가요?<unused1>네. 잘 지냈습니다. 잘 지내셨나요?<unused1>네! 저는 엄마와 상의를 해서 임보중인 아이를 입양하려구요!<unused1>강아지를 한마리 더 분양하시는 건가요? 저도 그날 분양 받았습니다.<unused1>네! 정들어서 안되겠더라구요! 님은요?<unused1>저는 흰색을 좋아해서 흰색 강아지로 분양 받았습니다.<unused1>앗정말요? 이름은 뭘로 하실거예요? 정하셨나요?<unused1>꿀떡이라고 하려구요. 제가 꿀떡을 좋아해서요 ㅎ,아 너무 센스있는데요? 토실토실 하니 귀여울거같아요!,4.0,"['</s><pad><pad><pad>', 'ᄒᄒ</s>', 'ᄒᄒ</s>']","['<s>', 'ᄒᄒ<s>', 'ᄒᄒ<s>']"
test,4-19528-4,20370.0,22697.0,"안녕하세요 17시간만에 연락해요, 잘지냈어요?<unused1>네. 마트에 갔더니 유통기한이 임박한 상품을 싸게 팔길래 바리바리 사왔네요 즐겨먹는 짠 음식도 사왔어요.<unused1>맞아요 저도 입이심심할때 가끔 밤에 편의점들려서 마감임박 식품을 다 쓸어와서 야식으로 먹어요<unused1>마트 끝나갈때 가보면 즉석식품같은건 싸게 팔더라구요.","저도 마트는 보통 주말 8시이후에 가는편입니다~~ 요새 날이 짧아져서 어둡더라구요 그래서 요즘, 가끔 두려워요.",4.0,"['<pad>', '<pad>', '</s>']","['', '', '<s>']"
test,4-40084-4,20370.0,22697.0,1주일 많이네요. 오늘도 일교차가 심한거 같습니다.<unused1>잘 지내셨지요? 요즘 환절기라서 비염이 심해져서 힘드네요.,1주일 많이네요. 오늘도 일교차가 심한거 같습니다.,4.0,"['', '', '']","['', '', '']"
